codmun;Idade;Estupros;Espancamentos;Afogamentos
150730;46;1;0;0
150730;47;1;0;2
150730;48;0;0;0
150730;49;1;0;0
150730;50;1;0;0
150730;51;1;0;0
150730;52;0;0;1
150730;53;0;0;0
150730;54;0;0;0
150730;55;0;0;0
150730;56;1;0;1
150730;57;0;0;0
150730;58;0;0;0
150730;59;0;1;0
150730;60;0;0;0
150730;61;0;0;0
150730;62;0;0;0
150730;63;0;0;0
150730;64;0;0;0
150730;65;0;0;0
150730;66;0;0;0
150730;67;1;0;0
150730;68;0;0;0
150730;69;0;0;0
150730;70;0;0;0
150730;71;0;0;0
150730;72;0;0;0
150730;73;0;0;0
150730;74;0;0;0
150730;75;0;0;0
150730;76;0;0;0
150730;77;0;0;0
150730;78;0;0;0
150730;80;0;0;0
150730;82;0;0;0
150730;83;0;0;0
150730;85;0;0;0
150730;92;0;0;0
150730;94;0;0;0
150730;105;0;0;0
150740;14;0;0;1
150740;18;0;1;0
150740;20;0;0;1
150740;22;0;0;0
150740;33;0;0;1
150740;34;0;0;1
150740;41;0;0;1
150740;51;0;0;0
150740;57;0;0;0
150740;58;0;0;1
150740;60;0;0;0
150740;65;0;0;0
150740;69;0;0;0
150740;71;0;0;1
150740;74;0;0;1
150740;75;0;0;0
150740;76;0;0;0
150740;78;0;0;0
150740;80;0;0;0
150740;81;0;0;0
150740;83;0;0;0
150740;86;0;0;0
150740;87;0;0;0
150740;89;0;0;0
150740;91;0;0;0
150740;93;0;0;0
150740;98;0;0;0
150740;99;0;0;0
150740;100;0;0;0
150745;0;0;0;0
150745;3;1;0;0
150745;6;0;0;0
150745;7;0;0;1
150745;12;0;0;1
150745;19;1;0;0
150745;20;0;0;1
150745;21;0;0;1
150745;22;0;0;1
150745;23;1;0;0
150745;25;0;1;0
150745;26;2;0;1
150745;27;2;0;1
150745;29;1;0;0
150745;30;0;0;0
150745;33;1;0;0
150745;35;1;0;0
150745;36;1;0;0
150745;37;0;0;0
150745;39;0;0;0
150745;40;1;0;1
150745;41;0;0;0
150745;43;1;0;0
150745;44;1;0;1
150745;45;2;0;1
150745;47;0;0;0
150745;49;0;0;0
150745;50;0;0;0
150745;51;0;0;0
150745;52;0;0;0
150745;53;0;0;0
150745;57;0;0;0
150745;59;0;0;0
150745;60;0;0;0
150745;62;0;0;0
150745;64;0;0;0
150745;65;0;0;1
150745;69;0;0;0
150745;70;0;0;0
150745;71;0;0;0
150745;72;0;0;0
150745;73;0;0;0
150745;74;0;0;0
150745;75;0;0;0
150745;76;0;0;0
150745;77;0;0;0
150745;78;0;0;0
150745;79;0;0;0
150745;80;0;0;0
150745;81;0;0;0
150745;82;0;0;0
150745;83;0;0;0
150745;85;0;0;0
150745;86;0;0;0
150745;87;0;0;0
150745;88;0;0;0
150745;90;0;0;0
150745;93;0;0;0
150745;97;0;0;0
150746;20;0;0;0
150746;22;0;0;0
150746;53;0;0;0
150746;58;0;0;0
150746;59;0;0;0
150746;72;0;0;0
150746;73;0;0;0
150746;83;0;0;0
150746;84;0;0;0
150746;97;0;0;0
150747;1;0;0;1
150747;10;0;0;0
150747;16;0;0;0
150747;17;1;0;0
150747;19;0;0;0
150747;20;1;0;0
150747;22;1;0;0
150747;26;0;0;0
150747;28;0;0;0
150747;30;0;0;0
150747;34;0;0;0
150747;36;1;0;0
150747;38;0;0;0
150747;43;0;0;0
150747;45;0;0;0
150747;47;0;0;0
150747;51;0;0;0
150747;52;0;0;0
150747;55;0;0;0
150747;57;0;0;0
150747;60;0;0;0
150747;61;0;0;0
150747;64;0;0;0
150747;68;0;0;0
150747;69;0;0;0
150747;70;0;0;0
150747;71;0;0;0
150747;72;0;0;0
150747;75;0;0;0
150747;76;0;0;0
150747;77;0;0;0
150747;78;0;0;0
150747;79;0;0;0
150747;80;0;0;1
150747;81;0;0;0
150747;82;0;0;0
150747;83;0;0;0
150747;84;0;0;0
150747;85;0;0;0
150747;86;0;0;0
150747;93;0;0;0
150747;94;0;0;0
150747;95;0;0;0
150747;96;0;0;0
150747;98;0;0;0
150747;99;0;0;0
150747;104;0;0;0
150750;9;0;0;0
150750;11;0;0;0
150750;16;1;0;0
150750;23;1;0;0
150750;27;1;0;0
150750;28;0;0;1
150750;29;1;0;0
150750;32;0;0;1
150750;33;0;0;0
150750;39;0;0;0
150750;40;0;0;0
150750;41;0;0;0
150750;42;0;0;0
150750;43;1;0;0
150750;44;0;0;0
150750;45;0;0;0
150750;48;0;0;0
150750;49;2;0;0
150750;51;1;0;0
150750;52;0;0;0
150750;55;0;0;0
150750;57;0;0;0
150750;58;0;0;1
150750;60;0;0;1
150750;61;0;0;0
150750;62;0;0;0
150750;71;0;0;0
150750;75;1;0;0
150750;77;0;0;0
150750;79;0;0;0
150750;80;0;0;0
150750;84;0;0;0
150750;86;0;0;0
150750;87;0;0;0
150750;89;0;0;0
150750;95;0;0;0
150750;100;0;0;0
150760;0;0;0;0
150760;2;0;0;0
150760;4;0;0;0
150760;5;0;0;0
150760;15;0;0;0
150760;17;0;0;0
150760;18;3;0;0
150760;22;0;0;0
150760;23;0;0;0
150760;25;0;0;1
150760;26;2;0;1
150760;27;0;0;1
150760;28;2;0;0
150760;30;0;0;0
150760;32;0;0;0
150760;33;2;0;0
150760;34;1;0;0
150760;35;1;0;0
150760;36;0;0;0
150760;37;1;0;1
150760;38;0;0;0
150760;39;0;0;0
150760;41;1;0;0
150760;42;0;0;0
150760;44;1;0;0
150760;45;1;0;0
150760;47;0;0;0
150760;50;0;0;0
150760;51;0;0;0
150760;52;0;0;0
150760;55;0;0;0
150760;56;0;0;0
150760;57;0;0;0
150760;58;0;0;0
150760;59;0;0;0
150760;61;0;0;0
150760;62;0;0;0
150760;63;0;0;0
150760;64;0;0;0
150760;65;0;0;0
150760;66;0;0;0
150760;67;0;0;0
150760;68;0;0;0
150760;69;0;0;0
150760;70;0;0;0
150760;72;0;0;0
150760;74;0;0;0
150760;76;0;0;0
150760;78;0;0;0
150760;79;0;0;0
150760;80;0;0;0
150760;81;0;0;0
150760;82;0;0;0
150760;83;0;0;0
150760;84;0;0;0
150760;85;0;0;0
150760;86;0;0;0
150760;87;0;0;0
150760;88;0;0;0
150760;91;0;0;0
150760;94;0;0;0
150760;97;0;0;0
150760;98;0;0;0
150760;101;0;0;0
150760;103;0;0;0
150770;0;0;0;0
150770;1;0;0;0
150770;25;0;0;0
150770;30;0;0;0
150770;41;0;0;0
150770;52;0;0;0
150770;54;0;0;0
150770;56;0;0;0
150770;66;0;0;0
150770;69;0;0;0
150770;77;0;0;0
150770;78;0;0;0
150770;93;0;0;0
150775;1;0;0;1
150775;8;0;0;1
150775;43;0;0;0
150775;45;0;0;1
150775;48;0;0;0
150775;53;0;0;0
150775;55;0;0;0
150775;56;0;0;0
150775;59;0;0;0
150775;64;0;0;0
150775;65;0;0;1
150775;66;0;0;0
150775;73;0;0;0
150775;83;0;0;0
150775;88;0;0;0
150780;0;0;0;0
150780;4;0;0;0
150780;19;0;0;0
150780;23;0;0;0
150780;27;1;0;0
150780;30;0;0;0
150780;31;0;0;0
150780;33;0;0;0
150780;36;0;0;0
150780;37;1;0;0
150780;43;0;0;0
150780;48;0;0;0
150780;49;0;0;1
150780;51;0;0;1
150780;52;0;0;0
150780;56;0;0;0
150780;57;0;0;0
150780;61;0;0;0
150780;62;0;0;0
150780;63;0;0;0
150780;71;0;0;0
150780;77;0;0;0
150780;85;0;0;0
150790;0;0;0;0
150790;1;0;0;0
150790;4;0;0;0
150790;6;0;0;0
150790;17;0;0;0
150790;18;0;0;1
150790;22;0;0;0
150790;23;0;0;0
150790;29;0;0;0
150790;30;0;0;0
150790;31;0;0;0
150790;37;0;0;0
150790;48;0;0;0
150790;52;0;0;0
150790;53;0;0;0
150790;54;0;0;0
150790;56;0;0;0
150790;62;0;0;0
150790;64;0;0;0
150790;66;0;0;0
150790;67;0;0;0
150790;68;0;0;0
150790;69;0;0;0
150790;70;0;0;0
150790;71;0;0;0
150790;72;0;0;0
150790;73;0;0;0
150790;75;0;0;0
150790;81;0;0;0
150790;82;0;0;0
150790;84;0;0;0
150790;85;0;0;0
150790;86;0;0;0
150790;87;0;0;0
150790;90;0;0;0
150790;91;0;0;0
150790;96;0;0;0
150795;0;0;0;0
150795;1;0;0;0
150795;2;0;0;0
150795;5;0;0;0
150795;6;0;0;0
150795;7;0;0;0
150795;9;0;0;1
150795;13;0;0;0
150795;14;0;0;0
150795;15;0;0;0
150795;17;1;0;1
150795;18;1;0;0
150795;19;2;0;1
150795;20;1;0;1
150795;21;2;0;0
150795;22;2;0;1
150795;23;10;1;4
150795;24;1;0;2
150795;25;4;0;1
150795;26;6;0;0
150795;27;0;0;0
150795;28;1;0;0
150795;29;4;0;0
150795;30;3;0;2
150795;31;2;0;1
150795;32;1;0;0
150795;33;2;0;0
150795;34;1;0;2
150795;35;1;0;0
150795;36;1;0;0
150795;37;3;0;1
150795;38;1;0;0
150795;39;1;0;0
150795;40;2;1;0
150795;41;2;0;2
150795;42;1;0;1
150795;43;0;0;1
150795;45;0;0;0
150795;46;1;0;1
150795;47;0;0;1
150795;48;2;0;2
150795;49;1;0;0
150795;50;1;0;1
150795;51;0;0;0
150795;52;1;0;1
150795;53;0;0;1
150795;54;0;0;1
150795;55;0;0;0
150795;56;1;0;0
150795;58;0;0;0
150795;60;0;0;0
150795;61;0;0;0
150795;64;0;0;0
150795;65;0;0;0
150795;66;0;0;0
150795;68;0;0;0
150795;69;0;0;0
150795;70;0;0;0
150795;71;0;0;0
150795;72;0;0;1
150795;73;0;0;0
150795;74;0;0;0
150795;75;0;0;0
150795;76;0;0;0
150795;77;0;0;0
150795;78;0;0;0
150795;79;0;0;0
150795;80;0;0;0
150795;82;0;0;0
150795;83;0;0;0
150795;85;0;0;0
150795;86;0;0;0
150795;87;0;0;0
150795;88;0;0;0
150795;89;0;0;0
150795;90;0;0;0
150795;91;0;0;0
150795;92;0;0;0
150795;93;0;0;0
150795;94;0;0;0
150795;98;0;0;0
150795;NA;5;0;0
150796;0;0;0;0
150796;21;1;0;0
150796;34;0;0;1
150796;44;0;0;0
150796;51;0;0;1
150796;52;0;0;0
150796;60;1;0;0
150796;68;0;0;0
150796;72;0;0;0
150796;74;0;0;0
150796;78;0;0;0
150796;81;0;0;0
150796;84;0;0;0
150796;97;0;0;0
150797;0;0;0;0
150797;5;0;0;0
150797;8;0;0;0
150797;15;1;0;0
150797;19;0;0;0
150797;20;0;0;0
150797;25;0;0;0
150797;35;0;0;0
150797;38;0;0;0
150797;41;0;0;0
150797;46;0;0;0
150797;52;0;0;0
150797;56;0;0;0
150797;57;0;0;0
150797;59;0;0;0
150797;64;0;0;0
150797;66;0;0;0
150797;70;0;0;0
150797;71;0;0;0
150797;72;0;0;0
150797;73;0;0;0
150797;74;0;0;0
150797;76;0;0;0
150797;77;0;0;0
150797;78;0;0;0
150797;79;0;0;0
150797;80;0;0;0
150797;81;0;0;0
150797;82;0;0;0
150797;83;0;0;0
150797;85;0;0;0
150797;87;0;0;0
150797;89;0;0;0
150797;90;0;0;0
150797;91;0;0;0
150797;92;0;0;0
150797;93;0;0;0
150797;94;0;0;0
150797;95;0;0;0
150797;97;0;0;0
150797;101;0;0;0
150800;0;0;0;0
150800;1;0;0;0
150800;3;0;0;0
150800;4;0;0;0
150800;5;0;0;1
150800;6;0;0;0
150800;11;0;0;0
150800;15;1;0;1
150800;16;0;0;0
150800;17;1;0;0
150800;18;2;0;1
150800;19;1;0;0
150800;20;0;0;2
150800;21;1;0;0
150800;22;2;0;1
150800;23;0;0;0
150800;24;1;0;0
150800;25;0;0;0
150800;26;0;0;0
150800;27;4;0;0
150800;28;1;0;0
150800;29;1;0;1
150800;30;2;0;0
150800;31;1;0;1
150800;32;3;0;0
150800;33;1;0;0
150800;34;1;0;1
150800;35;2;0;0
150800;36;0;0;1
150800;37;0;0;0
150800;38;0;0;0
150800;39;0;0;0
150800;40;0;0;0
150800;41;1;0;0
150800;42;0;0;0
150800;43;0;0;0
150800;44;1;0;0
150800;45;0;0;0
150800;46;0;0;0
150800;47;0;0;0
150800;48;0;0;0
150800;49;0;0;0
150800;50;0;0;0
150800;51;0;0;0
150800;53;0;0;0
150800;54;0;0;1
150800;55;1;0;0
150800;56;1;0;1
150800;57;0;0;0
150800;58;0;0;0
150800;59;0;0;0
150800;60;0;0;0
150800;61;0;0;0
150800;62;0;0;0
150800;63;0;0;0
150800;64;0;0;0
150800;65;0;0;1
150800;66;0;0;0
150800;67;0;0;0
150800;68;0;0;0
150800;69;0;0;0
150800;70;0;0;0
150800;72;0;0;0
150800;73;0;0;0
150800;74;0;0;0
150800;75;0;0;0
150800;76;0;0;0
150800;77;0;0;0
150800;78;0;0;0
150800;79;0;0;0
150800;80;0;0;0
150800;81;0;0;0
150800;82;0;0;0
150800;84;0;0;0
150800;85;0;0;0
150800;86;0;0;0
150800;87;0;1;0
150800;88;0;0;0
150800;89;0;0;0
150800;90;0;0;0
150800;91;0;0;0
150800;93;0;0;0
150800;94;0;0;0
150800;95;0;0;0
150800;96;0;0;0
150800;100;0;0;0
150800;104;0;0;0
150803;0;0;0;0
150803;1;0;0;0
150803;21;0;0;1
150803;22;0;0;0
150803;23;0;0;0
150803;28;0;0;0
150803;29;0;0;0
150803;31;1;0;0
150803;40;0;0;0
150803;42;0;0;0
150803;44;0;0;0
150803;48;0;0;0
150803;50;0;0;0
150803;52;0;0;0
150803;53;0;0;0
150803;54;0;0;0
150803;55;0;0;0
150803;56;0;0;0
150803;57;0;0;1
150803;58;0;0;0
150803;63;0;0;0
150803;64;0;0;0
150803;68;0;0;0
150803;69;0;0;0
150803;70;0;0;0
150803;71;0;0;0
150803;72;0;0;0
150803;73;0;0;0
150803;74;0;0;0
150803;75;0;0;0
150803;77;0;0;0
150803;80;0;0;0
150803;81;0;0;0
150803;83;0;0;0
150803;85;0;0;0
150803;86;0;0;0
150803;87;0;0;0
150803;88;0;0;0
150803;91;0;0;0
150803;94;0;0;0
150803;95;0;0;0
150803;NA;0;0;0
150805;0;0;0;0
150805;18;0;0;0
150805;24;0;0;0
150805;29;0;0;0
150805;31;0;0;0
150805;32;0;0;0
150805;34;0;0;0
150805;36;0;0;0
150805;37;0;0;0
150805;42;0;0;0
150805;46;0;0;0
150805;49;0;0;0
150805;58;0;0;0
150805;59;0;0;0
150805;60;0;0;0
150805;61;0;0;0
150805;70;0;0;0
150805;73;0;0;0
150805;75;0;0;0
150805;77;0;0;0
150805;81;0;0;0
150805;95;0;0;0
150805;98;0;0;0
150808;0;0;0;0
150808;3;0;0;0
150808;13;0;0;1
150808;16;0;0;1
150808;17;1;0;0
150808;18;1;0;0
150808;19;0;0;2
150808;20;0;0;3
150808;21;2;0;2
150808;22;1;0;2
150808;23;0;0;1
150808;24;2;0;1
150808;25;1;0;2
150808;26;3;0;2
150808;27;0;0;1
150808;28;1;0;0
150808;30;2;0;0
150808;31;0;0;0
150808;34;4;0;0
150808;35;2;0;0
150808;37;4;0;0
150808;38;1;0;0
150808;39;1;0;0
150808;40;1;0;0
150808;41;1;0;0
150808;42;2;0;2
150808;43;2;0;0
150808;44;1;0;0
150808;45;1;0;0
150808;46;1;0;0
150808;47;1;0;0
150808;49;1;0;0
150808;50;0;0;0
150808;52;2;0;0
150808;53;0;0;0
150808;54;0;0;0
150808;55;0;0;0
150808;56;0;0;0
150808;58;0;0;0
150808;59;1;0;0
150808;62;0;0;0
150808;64;0;0;0
150808;66;0;0;0
150808;67;0;0;0
150808;68;0;0;0
150808;70;0;0;0
150808;71;0;0;0
150808;72;0;0;0
150808;73;1;0;0
150808;74;0;0;0
150808;75;0;0;0
150808;76;0;0;0
150808;77;0;0;0
150808;80;0;0;0
150808;81;0;0;0
150808;82;0;0;0
150808;84;0;0;0
150808;85;0;0;0
150808;86;0;0;0
150808;87;0;0;1
150808;91;0;0;0
150808;95;0;0;0
150808;102;0;0;0
150810;0;0;0;0
150810;1;0;0;0
150810;2;0;0;0
150810;3;0;0;0
150810;4;0;0;0
150810;5;0;0;1
150810;6;0;0;1
150810;7;0;0;0
150810;8;0;0;0
150810;9;0;0;1
150810;11;0;0;0
150810;12;0;0;0
150810;14;1;0;2
150810;15;2;0;0
150810;16;0;0;0
150810;17;1;0;0
150810;18;2;0;0
150810;19;3;0;1
150810;20;2;0;1
150810;21;0;0;1
150810;22;3;0;4
150810;23;0;0;2
150810;24;3;0;2
150810;25;2;0;1
150810;26;5;0;0
150810;27;2;0;0
150810;28;4;0;3
150810;29;1;0;1
150810;30;3;0;1
150810;31;0;1;2
150810;32;1;0;1
150810;33;3;0;2
150810;34;1;0;2
150810;35;1;0;1
150810;36;0;0;1
150810;37;0;0;0
150810;38;1;0;1
150810;39;1;0;1
150810;40;3;1;0
150810;41;2;0;0
150810;42;2;0;0
150810;43;0;0;1
150810;44;3;0;0
150810;45;0;0;0
150810;46;0;0;1
150810;47;0;1;0
150810;48;0;0;0
150810;49;0;0;0
150810;50;0;0;0
150810;51;1;0;0
150810;52;3;0;0
150810;53;2;0;0
150810;54;0;0;0
150810;55;1;0;0
150810;56;1;0;2
150810;57;2;0;0
150810;58;0;0;0
150810;59;2;0;0
150810;60;0;0;1
150810;61;0;0;0
150810;62;0;0;0
150810;63;0;0;0
150810;64;0;0;0
150810;65;0;0;0
150810;66;0;0;0
150810;67;0;0;0
150810;68;0;0;0
150810;69;0;0;0
150810;70;1;0;0
150810;71;0;0;0
150810;72;0;0;0
150810;73;0;0;0
150810;74;0;0;0
150810;75;0;1;0
150810;76;0;0;1
150810;77;0;0;0
150810;78;0;0;0
150810;79;0;0;0
150810;80;0;0;0
150810;81;0;0;0
150810;82;0;0;0
150810;83;0;0;0
150810;84;0;0;0
150810;85;0;0;0
150810;86;0;0;0
150810;87;0;0;0
150810;88;0;0;0
150810;89;0;0;0
150810;90;0;0;0
150810;91;0;0;0
150810;92;0;0;0
150810;93;0;0;0
150810;94;0;0;0
150810;95;0;0;0
150810;96;0;0;0
150810;97;0;0;0
150810;98;0;0;0
150810;100;0;0;0
150810;101;0;0;0
150810;104;0;0;0
150810;107;0;0;0
150812;0;0;0;0
150812;12;0;0;0
150812;15;1;0;0
150812;18;2;0;0
150812;19;1;0;0
150812;20;0;0;0
150812;22;1;0;0
150812;23;0;0;1
150812;25;0;0;1
150812;26;1;0;0
150812;28;0;0;2
150812;29;2;0;1
150812;33;1;0;1
150812;34;0;0;1
150812;35;0;0;0
150812;36;0;0;0
150812;37;0;0;1
150812;38;1;0;0
150812;39;0;0;1
150812;40;0;0;1
150812;41;1;0;0
150812;42;0;0;1
150812;43;1;0;0
150812;44;0;0;1
150812;45;0;0;0
150812;47;0;0;0
150812;52;0;0;0
150812;54;0;0;0
150812;56;1;0;0
150812;57;0;0;0
150812;58;0;0;0
150812;60;0;0;0
150812;62;0;0;0
150812;63;0;0;0
150812;64;0;0;0
150812;65;0;0;0
150812;66;0;0;0
150812;67;1;0;0
150812;70;0;0;0
150812;71;0;0;0
150812;73;0;0;0
150812;75;0;0;0
150812;76;0;0;0
150812;77;0;0;0
150812;79;0;0;0
150812;80;0;0;0
150812;81;0;0;0
150812;82;0;0;0
150812;83;0;0;0
150812;87;0;0;0
150812;88;0;0;0
150815;0;0;0;0
150815;1;0;0;0
150815;2;0;0;0
150815;3;0;0;0
150815;4;0;0;0
150815;6;0;0;0
150815;14;0;0;0
150815;17;0;0;0
150815;18;1;0;0
150815;20;1;0;0
150815;21;1;0;0
150815;22;1;0;0
150815;23;1;0;0
150815;24;1;0;0
150815;25;1;0;0
150815;26;0;0;0
150815;27;0;0;0
150815;28;1;0;1
150815;29;1;0;1
150815;30;0;0;0
150815;33;0;0;1
150815;35;0;0;0
150815;36;1;0;0
150815;38;0;0;0
150815;40;0;0;1
150815;41;0;0;1
150815;42;2;0;0
150815;43;1;0;1
150815;45;0;0;0
150815;46;1;0;0
150815;47;1;0;0
150815;48;0;0;0
150815;54;0;0;1
150815;55;0;0;0
150815;57;0;0;0
150815;58;0;0;0
150815;59;1;0;0
150815;60;0;0;0
150815;61;0;0;0
150815;62;0;0;0
150815;64;0;0;0
150815;65;0;0;0
150815;70;0;0;0
150815;73;0;0;0
150815;74;0;0;0
150815;75;0;0;0
150815;77;0;0;0
150815;78;0;0;0
150815;79;0;0;0
150815;80;0;0;0
150815;84;0;0;0
150815;87;0;0;0
150815;88;0;0;0
150815;89;0;0;0
150815;92;0;0;0
150815;93;0;0;0
150815;95;0;0;0
150820;0;0;0;0
150820;4;0;0;0
150820;7;0;0;0
150820;8;0;0;0
150820;18;0;0;0
150820;19;0;0;0
150820;21;0;0;0
150820;22;2;0;1
150820;23;0;1;0
150820;25;0;1;0
150820;26;0;0;0
150820;27;0;0;2
150820;28;1;0;0
150820;30;0;0;0
150820;35;1;0;0
150820;37;0;0;0
150820;38;1;0;0
150820;43;0;0;0
150820;44;0;0;0
150820;45;0;0;0
150820;47;1;0;0
150820;49;0;0;0
150820;50;0;0;0
150820;52;0;0;0
150820;53;0;0;0
150820;54;0;0;0
150820;56;0;0;0
150820;57;0;0;0
150820;58;0;0;0
150820;59;0;0;0
150820;61;0;0;0
150820;62;0;0;0
150820;63;0;0;0
150820;64;0;0;0
150820;65;0;0;0
150820;67;0;0;0
150820;68;0;0;0
150820;69;0;0;0
150820;70;0;0;0
150820;71;0;0;0
150820;72;0;0;0
150820;73;0;0;0
150820;74;0;0;0
150820;75;0;0;0
150820;76;0;0;0
150820;77;0;0;0
150820;78;0;0;0
150820;79;0;0;0
150820;80;0;0;0
150820;81;0;0;0
150820;83;0;0;0
150820;84;0;0;0
150820;85;0;0;0
150820;86;0;0;0
150820;88;0;0;0
150820;89;0;0;0
150820;90;0;0;0
150820;91;0;0;0
150820;92;0;0;0
150820;93;0;0;0
150820;94;0;0;0
150820;95;0;0;0
150820;96;0;0;0
150820;97;0;0;0
150820;105;0;0;0
150820;NA;0;0;0
150830;0;0;0;0
150830;1;0;0;0
150830;5;0;0;0
150830;10;0;0;0
150830;16;0;0;0
150830;18;0;0;0
150830;19;0;0;0
150830;20;0;0;0
150830;21;0;0;0
150830;27;0;0;0
150830;29;0;0;0
150830;30;1;0;0
150830;32;1;0;0
150830;37;0;0;0
150830;38;0;0;0
150830;39;0;0;1
150830;40;0;0;0
150830;42;0;0;1
150830;43;0;0;0
150830;44;0;0;0
150830;45;0;0;0
150830;46;0;0;1
150830;48;0;0;0
150830;50;0;0;0
150830;52;0;0;0
150830;54;0;0;0
150830;55;0;0;0
150830;57;0;0;0
150830;58;0;0;0
150830;61;0;0;0
150830;62;0;0;0
150830;64;0;0;0
150830;65;0;0;0
150830;66;0;0;0
150830;70;0;0;0
150830;71;0;0;0
150830;72;0;0;0
150830;73;0;0;0
150830;74;0;0;0
150830;75;0;0;0
150830;76;0;0;0
150830;77;0;0;0
150830;78;0;0;0
150830;79;0;0;0
150830;80;0;0;0
150830;81;0;0;0
150830;82;0;0;0
150830;83;0;0;0
150830;85;0;0;0
150830;86;0;0;0
150830;87;0;0;0
150830;88;0;0;0
150830;91;0;0;0
150830;92;0;0;0
150830;94;0;0;0
150830;96;0;0;0
150830;97;0;0;0
150830;99;0;0;0
150830;NA;1;0;0
150835;29;1;0;0
150835;62;0;0;0
150835;64;0;0;0
150835;69;0;0;0
150835;72;0;0;0
150835;73;0;0;0
150835;78;0;0;0
150835;79;0;0;0
150835;80;0;0;0
150835;84;0;0;0
150835;91;0;0;1
150835;92;0;0;0
150835;93;0;0;0
150840;0;0;0;0
150840;1;0;0;0
150840;5;0;0;1
150840;18;0;0;2
150840;19;2;0;1
150840;20;1;1;0
150840;21;1;0;1
150840;22;1;0;0
150840;23;1;0;0
150840;24;0;0;2
150840;25;1;0;0
150840;26;1;0;0
150840;27;1;0;0
150840;29;1;0;1
150840;31;0;0;0
150840;32;2;0;0
150840;34;0;0;1
150840;35;1;0;0
150840;37;0;0;1
150840;38;1;0;0
150840;39;0;0;0
150840;40;1;0;0
150840;41;1;0;0
150840;43;0;0;2
150840;44;0;0;1
150840;45;1;0;0
150840;46;1;0;0
150840;47;0;1;2
150840;48;0;0;0
150840;49;0;0;0
150840;50;0;0;1
150840;52;0;0;0
150840;53;0;0;0
150840;57;0;0;0
150840;58;0;0;0
150840;59;0;0;1
150840;60;1;0;0
150840;61;1;0;0
150840;62;0;0;0
150840;63;0;0;0
150840;65;0;0;0
150840;66;0;0;0
150840;67;0;0;0
150840;68;0;0;1
150840;69;0;0;1
150840;70;0;0;1
150840;71;0;0;0
150840;72;0;0;0
150840;73;0;0;0
150840;74;0;0;0
150840;75;0;0;0
150840;76;0;0;0
150840;77;0;0;0
150840;78;0;0;0
150840;79;0;0;1
150840;80;0;0;0
150840;81;0;0;0
150840;82;0;0;0
150840;83;0;0;0
150840;84;0;0;0
150840;85;0;0;0
150840;86;0;0;0
150840;87;0;0;0
150840;88;0;0;0
150840;90;0;0;0
150840;91;0;0;0
150840;92;0;0;0
150840;94;0;0;0
150840;98;0;0;0
150840;100;0;0;0
150840;101;0;0;0
160005;61;0;0;0
160005;70;0;0;0
160005;85;0;0;0
160005;90;0;0;0
160010;5;0;0;0
160010;14;0;0;0
160010;16;0;1;0
160010;18;0;1;0
160010;21;1;0;0
160010;33;0;0;0
160010;40;0;0;0
160010;68;0;0;0
160010;82;0;0;0
160010;97;0;0;0
160015;0;0;0;0
160015;3;0;0;1
160015;76;0;0;0
160020;7;0;0;0
160020;13;0;1;0
160020;15;0;1;0
160020;16;1;0;0
160020;17;0;0;0
160020;20;1;0;0
160020;26;0;0;0
160020;42;0;0;0
160020;43;0;0;1
160020;48;0;0;0
160020;51;0;0;0
160020;54;0;0;0
160020;56;0;0;0
160020;57;0;0;0
160020;59;0;0;0
160020;81;0;0;0
160021;0;0;0;0
160021;9;0;0;0
160021;66;1;0;0
160021;81;0;0;0
160023;3;0;0;0
160023;27;1;0;0
160023;32;0;0;0
160023;38;0;0;0
160023;52;0;0;0
160023;54;0;0;0
160023;55;0;0;0
160023;65;0;0;0
160023;79;0;0;0
160023;86;0;0;0
160023;90;0;0;0
160025;44;0;0;0
160025;64;0;0;0
160025;92;0;0;0
160027;0;0;0;0
160027;1;0;0;1
160027;5;0;0;0
160027;7;0;0;0
160027;18;1;0;0
160027;21;1;0;0
160027;22;1;0;0
160027;23;0;0;0
160027;24;2;0;0
160027;25;0;0;0
160027;26;1;0;0
160027;27;1;0;0
160027;28;1;0;1
160027;31;0;0;1
160027;32;0;0;0
160027;33;0;1;0
160027;36;0;0;0
160027;37;0;0;0
160027;38;0;0;0
160027;41;0;0;0
160027;43;1;0;0
160027;44;2;0;0
160027;45;0;0;0
160027;46;0;0;0
160027;47;1;0;0
160027;48;1;0;0
160027;49;0;0;0
160027;50;0;0;0
160027;51;0;0;0
160027;52;1;0;0
160027;53;0;0;0
160027;56;0;0;0
160027;58;0;0;0
160027;59;0;0;0
160027;61;0;0;0
160027;62;0;0;0
160027;63;0;0;0
160027;65;0;0;0
160027;67;0;0;0
160027;68;0;0;0
160027;69;0;0;0
160027;70;0;0;0
160027;71;0;0;0
160027;73;0;0;0
160027;74;0;0;0
160027;75;0;0;0
160027;76;0;0;0
160027;77;0;0;0
160027;79;0;0;0
160027;80;0;0;0
160027;82;0;0;0
160027;83;0;0;0
160027;85;0;0;0
160027;86;0;0;0
160027;94;0;0;0
160027;98;0;0;0
160030;0;0;0;1
160030;1;0;0;1
160030;2;1;0;0
160030;3;0;0;0
160030;4;0;0;1
160030;5;0;0;0
160030;6;1;0;1
160030;7;1;0;1
160030;8;0;0;1
160030;9;0;0;1
160030;10;0;0;0
160030;11;2;0;1
160030;12;0;0;1
160030;13;0;0;0
160030;14;0;0;1
160030;15;2;1;1
160030;16;11;1;2
